,Incident_Numberinc_,t0,t1,t2,t3,t4
377,F17102280,0.10006438,0.59992146,0.100000255,0.10000213,0.100011766
378,F19020588,0.101468645,0.100009605,0.10099996,0.1009727,0.5965491
379,F18006158,0.015385646,0.015386159,0.015396268,0.93825287,0.015579061
380,F19057036,0.8989458,0.025009349,0.025145037,0.02519481,0.025705006
381,F18052658,0.033337217,0.033400845,0.033377673,0.8665495,0.033334818
382,F18028383,0.10094849,0.100067265,0.10073822,0.10128134,0.5969647
383,F14034308,0.8665258,0.03338142,0.03337184,0.03334861,0.033372324
384,F17025065,0.04001004,0.8399733,0.040013697,0.040001363,0.04000167
385,F16105905,0.025136348,0.025000956,0.8993468,0.025117105,0.025398795
386,F18015515,0.02519109,0.026126793,0.1595363,0.02549903,0.7636468
387,F17084786,0.022686172,0.022316521,0.9103148,0.022289023,0.022393474
388,F17098816,0.029304415,0.88463444,0.028704813,0.028627757,0.028728621
389,F18044660,0.2,0.2,0.2,0.2,0.2
390,F15051241,0.06667543,0.73313886,0.06684781,0.0666687,0.06666918
391,F13113386,0.014432105,0.014369132,0.94252723,0.014299909,0.0143716615
392,F19063335,0.050012372,0.79994905,0.050034676,0.05000235,0.05000154
393,F18063235,0.028794773,0.029929182,0.028634222,0.028753888,0.8838879
394,F15095513,0.8856221,0.028598782,0.028597737,0.028582316,0.028599052
395,F11077968,0.03383992,0.86476994,0.033991735,0.033483196,0.033915218
396,F13029868,0.020091856,0.020001965,0.020088771,0.6228028,0.31701455
397,F11102544,0.30387273,0.47178972,0.01818337,0.10475407,0.10140016
398,F17133588,0.040129773,0.04096405,0.040218238,0.8383994,0.040288493
399,F18010081,0.42044824,0.020001022,0.021536237,0.3896025,0.14841202
400,F17046788,0.016699828,0.016669858,0.62203926,0.016818248,0.3277728
401,F14013700,0.8392254,0.04005493,0.04015124,0.040209573,0.04035887
402,F13103723,0.70744437,0.19252183,0.03336375,0.03333551,0.03333459
403,F17052572,0.8856221,0.028598782,0.028597735,0.028582318,0.028599052
404,F16117770,0.101512775,0.10000962,0.10100365,0.100974716,0.59649926
405,F12089075,0.03357343,0.033335306,0.03353321,0.033489015,0.8660691
406,F12041332,0.025003484,0.025000563,0.025029909,0.89994514,0.025020905
407,F18058914,0.02242607,0.022229822,0.9099249,0.02244137,0.022977797
408,F19037419,0.040606577,0.040110752,0.8365651,0.040550496,0.04216712
409,F16106390,0.015386865,0.015385,0.4793324,0.47447684,0.0154189225
410,F16027030,0.8856221,0.028598778,0.028597735,0.028582314,0.028599052
411,F12012107,0.79796153,0.050004415,0.0503391,0.050329924,0.051365066
412,F15056404,0.0670807,0.06666971,0.066952474,0.066949666,0.7323475
413,F17082461,0.06667071,0.066666864,0.06671349,0.73328215,0.066666834
414,F17127810,0.1854429,0.2699081,0.040004577,0.040005244,0.4646392
415,F14048784,0.040318936,0.20658982,0.040381875,0.040090185,0.67261916
416,F18021629,0.64892244,0.018185848,0.018279389,0.018289827,0.29632252
417,F14082171,0.04001025,0.8399356,0.040050883,0.04000258,0.040000703
418,F12079919,0.050012376,0.79994893,0.050034817,0.05000235,0.05000154
419,F15040253,0.5791981,0.36621192,0.018186094,0.018184276,0.01821957
420,F16025183,0.0285792,0.885673,0.02858758,0.028573658,0.028586555
421,F16015313,0.69958663,0.20041122,0.03333432,0.033333734,0.033334155
422,F19066369,0.5314443,0.3935244,0.025028346,0.025002392,0.025000596
423,F13015177,0.7996676,0.050093982,0.050096292,0.050040074,0.05010207
424,F18035320,0.43805504,0.20409594,0.03335493,0.033365093,0.291129
425,F19041159,0.10000055,0.100000925,0.5999976,0.10000048,0.10000049
426,F14084203,0.10007265,0.5994949,0.10003058,0.10001174,0.10039018
427,F18005424,0.10018433,0.10000654,0.100794956,0.100102305,0.5989119
428,F18044588,0.025121672,0.025008865,0.89911747,0.02518475,0.025567224
429,F16058782,0.05003481,0.5413663,0.30657274,0.052009143,0.050017055
430,F19021616,0.7032554,0.033333495,0.033383418,0.19669431,0.033333343
431,F11079136,0.06708592,0.06672124,0.06670841,0.06674219,0.73274225
432,F18055551,0.5994113,0.100396134,0.100009836,0.10000687,0.100175865
433,F17130097,0.06723981,0.066766456,0.06739452,0.06678503,0.7318142
434,F17042666,0.42834562,0.028573807,0.028734716,0.028727187,0.48561865
435,F12076665,0.025076931,0.025028992,0.899731,0.025046507,0.025116593
436,F18053567,0.2,0.2,0.2,0.2,0.2
437,F19046830,0.028728144,0.17062762,0.028774727,0.33743185,0.4344377
438,F17084926,0.7326306,0.066864006,0.0668713,0.06675102,0.066883065
439,F14021214,0.7979443,0.050004415,0.050339147,0.05032997,0.05138214
440,F16009628,0.31750277,0.4800028,0.06716975,0.06687164,0.068453066
441,F14045108,0.2,0.2,0.2,0.2,0.2
442,F12031895,0.012501049,0.012501274,0.49137968,0.4709106,0.012707415
443,F13049691,0.018203212,0.4472061,0.49821156,0.01818478,0.018194346
444,F16068315,0.7996676,0.050093945,0.05009624,0.050040066,0.05010207
445,F11069015,0.02511902,0.025000893,0.025083741,0.025078384,0.899718
446,F17120471,0.04224065,0.040324874,0.04043079,0.26256338,0.6144403
447,F14014880,0.06668801,0.73317283,0.06667682,0.066678695,0.066783614
448,F14092632,0.100000404,0.5994408,0.10055253,0.100001335,0.10000496
449,F18105222,0.5617661,0.35210523,0.028731333,0.028606372,0.028790956
450,F19065793,0.7032636,0.0333335,0.03338449,0.19668509,0.033333346
451,F18000545,0.028656457,0.028580436,0.02863671,0.028784033,0.8853424
452,F12040918,0.029416414,0.028736332,0.88433915,0.02866052,0.028847571
453,F16048979,0.028846186,0.59463656,0.028967574,0.02870533,0.31884435
454,F14094418,0.066694885,0.7332069,0.06675587,0.066674285,0.06666807
455,F15074568,0.9199952,0.02000145,0.020002529,0.020000517,0.02000029
456,F18098870,0.033352956,0.21420562,0.033373132,0.033375435,0.68569285
457,F18037197,0.040034287,0.8398797,0.04000026,0.04000377,0.04008203
458,F18093558,0.02222493,0.02222267,0.022245789,0.9110682,0.022238396
459,F15100745,0.8399784,0.040018935,0.04000251,0.040000044,0.040000103
460,F18048923,0.2,0.2,0.2,0.2,0.2
461,F19001774,0.050017126,0.79995555,0.050022833,0.050001863,0.05000265
462,F13067285,0.5975343,0.100692905,0.100719295,0.10029193,0.100761615
463,F19043220,0.7032587,0.033333495,0.033383872,0.19669062,0.033333343
464,F16038455,0.45901743,0.420654,0.04030692,0.040020935,0.040000707
465,F15006882,0.022267848,0.022227654,0.022337722,0.37407365,0.5590931
466,F12084003,0.88518524,0.02857456,0.02866238,0.028659692,0.028918123
467,F12085719,0.5395635,0.30923223,0.05063292,0.050275568,0.050295785
468,F11017126,0.7301452,0.067667045,0.06705964,0.066785574,0.068342485
469,F17078773,0.8856221,0.028598778,0.028597735,0.028582314,0.028599052
470,F12104882,0.83813363,0.04000265,0.040295742,0.04038653,0.041181426
471,F19035286,0.066684,0.7332621,0.0667151,0.06666996,0.06666883
472,F18129984,0.028575791,0.028571492,0.78612256,0.1281306,0.028599529
473,F11098625,0.022478556,0.022222979,0.91045964,0.02231258,0.02252622
474,F17020712,0.04005129,0.04400556,0.040027235,0.04027091,0.835645
475,F12074834,0.10002988,0.5998779,0.10008283,0.10000568,0.10000372
476,F11021733,0.04000724,0.839949,0.040041395,0.04000138,0.040000916
477,F14111367,0.066680245,0.066673554,0.067278184,0.73247534,0.06689266
478,F12022345,0.014386928,0.01428645,0.5401004,0.25500828,0.17621793
479,F18103539,0.05000014,0.79999757,0.05000202,0.050000127,0.050000146
480,F13001872,0.050073605,0.79738,0.05067187,0.051704075,0.050170463
481,F18100675,0.7032582,0.033333495,0.033383656,0.19669129,0.033333343
482,F13002909,0.8665258,0.03338139,0.033371832,0.03334861,0.033372324
483,F16046600,0.6995867,0.20041107,0.03333432,0.03333373,0.033334155
484,F18040456,0.70325476,0.0333335,0.03338326,0.19669516,0.033333346
485,F17005298,0.014287711,0.01428602,0.4414638,0.5156469,0.014315581
486,F15008660,0.05000825,0.7999305,0.050058637,0.050001573,0.05000105
487,F14024562,0.018252846,0.018183634,0.018244464,0.9268903,0.018428762
488,F18001167,0.06667439,0.06666667,0.06674927,0.733243,0.06666668
489,F11041078,0.8364948,0.042046424,0.04024949,0.040215876,0.040993426
490,F15048492,0.4352585,0.51471144,0.016667208,0.016696034,0.016666839
491,F19034172,0.8357428,0.04212671,0.04027293,0.04039663,0.041460987
492,F17075629,0.03345042,0.03345168,0.033517383,0.5325572,0.36702332
493,F16089093,0.05000014,0.79999757,0.05000202,0.050000127,0.050000146
494,F12043161,0.033747695,0.3683515,0.5311772,0.0333353,0.033388305
495,F11081262,0.022222525,0.022223147,0.9110618,0.022255957,0.022236517
496,F16046731,0.7947619,0.05412416,0.0504623,0.050211743,0.050439924
497,F14079108,0.75091904,0.16281675,0.028701486,0.028751671,0.028810997
498,F17071906,0.19764309,0.03346532,0.7016997,0.033339296,0.033852633
499,F18036910,0.025269626,0.38526556,0.025197566,0.5385714,0.025695842
500,F16110222,0.011793508,0.011765768,0.37556803,0.58898157,0.011891096
501,F16073219,0.053401854,0.05049261,0.0508329,0.050243337,0.79502934
502,F15120237,0.040010713,0.8399188,0.04003651,0.04000187,0.04003215
503,F16045391,0.39950877,0.066931985,0.06667418,0.4001004,0.06678465
504,F14057004,0.73014903,0.06766761,0.06705963,0.06678557,0.06833816
505,F16091616,0.06713265,0.070775926,0.06738514,0.7269574,0.06774893
506,F18070047,0.40067402,0.06666716,0.067356944,0.3986348,0.066667095
507,F15013116,0.020871736,0.020138381,0.020163465,0.9186608,0.02016559
508,F16008981,0.04000725,0.83996916,0.04002013,0.040002547,0.04000094
509,F12069955,0.68342626,0.040003754,0.0403349,0.040916085,0.19531901
510,F11019207,0.066675335,0.7332248,0.06676378,0.066668324,0.066667795
511,F19034968,0.050002653,0.05000086,0.05002025,0.7999755,0.050000723
512,F16039655,0.37408787,0.1504364,0.0251437,0.025136197,0.42519578
513,F16102094,0.64797014,0.27692568,0.025033588,0.025011538,0.025059104
514,F15077426,0.040007245,0.8399483,0.040042177,0.04000138,0.040000916
515,F14068578,0.025035474,0.27359822,0.57031065,0.10584879,0.025206853
516,F15075196,0.0333421,0.6937554,0.20623225,0.03333611,0.033334117
517,F15013645,0.050008252,0.7999294,0.050059773,0.050001577,0.05000105
518,F19056000,0.028660314,0.15239817,0.028588522,0.45799142,0.33236155
519,F14082160,0.033339225,0.6881172,0.21177752,0.03333589,0.033430174
520,F15045261,0.025096307,0.025060773,0.025164232,0.025557587,0.8991211
521,F18071716,0.068258524,0.06667676,0.067796335,0.7250412,0.072227165
522,F17001554,0.022223592,0.91109973,0.022222353,0.022223214,0.022231147
523,F15046709,0.015411646,0.015394833,0.9383578,0.015402128,0.015433613
524,F18029798,0.066683985,0.7332624,0.0667148,0.06666996,0.06666882
525,F11130400,0.025003482,0.025000561,0.025029903,0.8999452,0.025020903
526,F18074717,0.033348095,0.033435192,0.033392623,0.20587617,0.693948
527,F16067812,0.025541712,0.026233984,0.025108704,0.02541519,0.8977004
528,F16089397,0.06668399,0.73326224,0.06671502,0.06666996,0.066668816
529,F18014069,0.067355424,0.06668886,0.06716529,0.06731073,0.7314797
530,F19006737,0.5994115,0.10039595,0.100009836,0.10000687,0.10017584
531,F17122304,0.16014588,0.028574863,0.028661191,0.5162415,0.26637655
532,F18101118,0.06668397,0.7332625,0.06671476,0.066669956,0.066668816
533,F13061588,0.040005267,0.8399523,0.040020127,0.040008143,0.040014185
534,F13065474,0.025231257,0.24614686,0.2062655,0.026176095,0.4961803
535,F11135714,0.011793508,0.011765768,0.37556878,0.5889813,0.011890607
536,F14035564,0.029413765,0.028736334,0.88434184,0.028660525,0.028847571
537,F17054914,0.020077122,0.23413701,0.020119984,0.7050109,0.020655017
538,F18090575,0.100072645,0.59949535,0.10003057,0.10001174,0.10038969
539,F18060544,0.89895344,0.02500935,0.025145033,0.025194805,0.025697397
540,F18113116,0.033980645,0.033636037,0.034256823,0.8640559,0.034070637
541,F13019885,0.025040729,0.52556306,0.025137572,0.39700508,0.027253617
542,F19050872,0.02857579,0.02857149,0.7861248,0.12812833,0.028599527
543,F16117362,0.02857301,0.76532876,0.028753392,0.029672947,0.14767188
544,F11085960,0.01250091,0.012500981,0.37470484,0.587737,0.012556276
545,F18030678,0.8989482,0.025009349,0.025145035,0.025194809,0.025702594
546,F19017897,0.05000829,0.7998911,0.050097182,0.05000175,0.05000171
547,F18003864,0.10001331,0.099999994,0.10014225,0.5998444,0.1
548,F17088827,0.05021435,0.05166151,0.05030609,0.05047376,0.7973442
549,F14049478,0.03453182,0.033619385,0.033537906,0.03358358,0.8647273
550,F19044797,0.028575787,0.02857149,0.78611577,0.12813741,0.028599527
551,F13029129,0.4569066,0.025766382,0.025145845,0.025127994,0.46705317
552,F11131476,0.03555094,0.86433274,0.03335099,0.033341836,0.03342349
553,F16057966,0.05004062,0.49828285,0.050008,0.050005715,0.3516628
554,F14071575,0.101504445,0.10000962,0.10100304,0.100974984,0.5965079
555,F11149062,0.050706115,0.0526169,0.050695296,0.050266344,0.79571533
556,F17122281,0.03342315,0.03333385,0.03338899,0.033414025,0.86644
557,F17032997,0.040571783,0.6398902,0.04093789,0.040391453,0.2382087
558,F18016249,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
559,F18100589,0.020012537,0.5496064,0.29811856,0.020013122,0.11224946
560,F15064234,0.05000829,0.79989105,0.0500972,0.05000175,0.05000171
561,F18138929,0.02868111,0.030103883,0.02864713,0.028778588,0.88378924
562,F18067289,0.57717717,0.020009737,0.020110607,0.020121422,0.36258107
563,F19048991,0.100000404,0.59944195,0.10055132,0.100001335,0.10000496
564,F11122694,0.88518286,0.028574562,0.028662384,0.028659698,0.02892053
565,F14069538,0.2,0.2,0.2,0.2,0.2
566,F18133317,0.033421922,0.033338506,0.033413414,0.033585284,0.8662409
567,F12061644,0.033337463,0.86589116,0.033565205,0.03386863,0.03333753
568,F11102580,0.83999646,0.040000193,0.040002998,0.04000032,0.04000001
569,F19064858,0.7323179,0.06677998,0.06724117,0.06694348,0.0667175
570,F18072468,0.07223822,0.06666722,0.06906903,0.7253585,0.06666706
571,F17018247,0.44034067,0.4366919,0.04049108,0.040452857,0.04202346
572,F14051809,0.028571622,0.028571432,0.8856439,0.028602641,0.028610447
573,F15024785,0.83999646,0.040000193,0.040002998,0.04000032,0.04000001
574,F14029195,0.4456633,0.033335015,0.03348609,0.03340855,0.45410708
575,F11162421,0.10000079,0.10000093,0.10001131,0.10002765,0.5999594
576,F12073039,0.59748644,0.10070644,0.1007311,0.10029316,0.10078288
577,F16030104,0.05004452,0.21521567,0.050017383,0.050008345,0.6347141
578,F14114532,0.050012365,0.7999492,0.050034575,0.05000235,0.05000154
579,F11148790,0.88518155,0.02857456,0.028662382,0.028659698,0.028921787
580,F19037034,0.02857579,0.02857149,0.7861305,0.12812272,0.028599527
581,F14114579,0.38222152,0.47402945,0.107371196,0.018183663,0.018194187
582,F16111352,0.04159969,0.04026231,0.04027063,0.040376876,0.83749044
583,F11086777,0.020076122,0.020458419,0.8295102,0.020016441,0.10993884
584,F15021178,0.8995278,0.025021048,0.025087554,0.02507387,0.025289785
585,F18131449,0.7032608,0.0333335,0.03338403,0.19668835,0.033333346
586,F15055517,0.0250548,0.40046057,0.025141167,0.30065957,0.24868394
587,F11006217,0.029411467,0.028736329,0.8843441,0.02866052,0.028847564
588,F18037696,0.066683985,0.7332623,0.066714935,0.06666996,0.06666882
589,F15041927,0.5161739,0.4338163,0.016675208,0.016667439,0.016667088
590,F18087455,0.02857579,0.02857149,0.78614134,0.12811184,0.028599525
591,F18052298,0.028590841,0.17030047,0.029335901,0.17148273,0.60029
592,F19005158,0.028575787,0.028571488,0.78613687,0.12811634,0.028599523
593,F17081655,0.100000404,0.59944123,0.10055211,0.100001335,0.10000496
594,F11131902,0.37593153,0.025037933,0.025043292,0.025043575,0.54894364
595,F15004323,0.100029886,0.5998778,0.10008296,0.10000568,0.10000372
596,F17117911,0.050170418,0.050032254,0.050013963,0.050036184,0.79974717
597,F14018642,0.018254358,0.018182319,0.64139503,0.30377796,0.018390307
598,F15115111,0.8851812,0.028574562,0.028662385,0.0286597,0.028922146
599,F12108001,0.05014366,0.46960905,0.050015032,0.050117277,0.38011503
600,F17071688,0.79999167,0.050007105,0.05000104,0.05000006,0.050000157
601,F19031064,0.65230507,0.025008231,0.27266797,0.025014237,0.02500447
602,F13109244,0.020317348,0.6287416,0.020076787,0.3107149,0.020149285
603,F15015276,0.35055602,0.10318605,0.51260066,0.016988328,0.016668966
604,F11062404,0.033375513,0.035736766,0.033359166,0.033369984,0.8641586
605,F13037432,0.028577192,0.028573005,0.47030014,0.44392082,0.02862882
606,F18032993,0.7032617,0.0333335,0.033384282,0.19668722,0.033333346
607,F15007203,0.050296538,0.05000134,0.050237097,0.050128814,0.79933625
608,F11009183,0.5975001,0.10070174,0.10072928,0.10029304,0.100775905
609,F18105027,0.04040231,0.040002782,0.83818597,0.040273294,0.04113559
610,F19062048,0.06667069,0.06666685,0.06670803,0.7332876,0.06666683
611,F16098714,0.053137276,0.05046571,0.79566693,0.050212193,0.050517824
612,F18057762,0.10001332,0.10000001,0.100141756,0.59984493,0.10000002
613,F12125050,0.7979553,0.050004415,0.050339118,0.050329942,0.05137129
614,F13018762,0.053375497,0.7953607,0.050527234,0.050203737,0.050532874
615,F16056141,0.022312913,0.022246009,0.79871905,0.022262832,0.13445917
616,F15097241,0.5961594,0.17366809,0.028664706,0.17249401,0.02901376
617,F12014572,0.3664672,0.06708106,0.06709663,0.06684039,0.43251476
618,F14045057,0.018249813,0.018182302,0.9269505,0.018240433,0.018376911
619,F14042016,0.7748234,0.1501694,0.02500523,0.025001058,0.025000922
620,F14041689,0.8666448,0.033344377,0.033342008,0.03333478,0.033334054
621,F18097961,0.06667439,0.06666667,0.06674952,0.73324275,0.06666668
622,F17094521,0.018252844,0.018183634,0.018244464,0.9268909,0.018428165
623,F14035277,0.018183136,0.018183142,0.018196912,0.9272004,0.018236367
624,F18019974,0.86333036,0.03552297,0.03347758,0.033581693,0.034087356
625,F14058257,0.040005356,0.8399582,0.04003451,0.040001027,0.04000088
626,F17111902,0.06668963,0.7331774,0.066677324,0.06667044,0.0667852
627,F15000641,0.029412014,0.028736327,0.88434356,0.028660519,0.028847562
628,F14004076,0.06715267,0.06849902,0.06694838,0.06694043,0.73045945
629,F12033408,0.050029162,0.7997702,0.050015602,0.050003923,0.050181177
630,F19059236,0.06807578,0.06700983,0.06819603,0.06722099,0.7294974
631,F11053403,0.025064584,0.025001073,0.025809105,0.4657466,0.45837867
632,F17127794,0.31767282,0.4798324,0.06716931,0.06687147,0.06845398
633,F19046728,0.02857579,0.028571492,0.7861073,0.1281459,0.028599529
634,F16082737,0.033340644,0.8666079,0.033348143,0.033339307,0.033364005
635,F17125486,0.029312162,0.028689073,0.02873415,0.02867895,0.8845857
636,F19056844,0.020002384,0.020000355,0.020021182,0.9199632,0.020012878
637,F11033364,0.8851825,0.02857456,0.028662382,0.028659698,0.028920865
638,F15039529,0.022224508,0.022224423,0.2711105,0.66221786,0.022222744
639,F12036560,0.04019368,0.041544877,0.8372513,0.040564727,0.04044541
640,F12038605,0.050296593,0.050001338,0.05023695,0.05012881,0.7993363
641,F16121293,0.10000005,0.5997402,0.10025952,0.100000046,0.10000018
642,F19032737,0.01251592,0.012501658,0.5128562,0.44939676,0.012729521
643,F11060750,0.10010931,0.5989383,0.10000016,0.10001104,0.10094121
644,F12087736,0.91017926,0.022235552,0.02228592,0.023075605,0.02222372
645,F16114210,0.04157477,0.040262293,0.040270615,0.04037681,0.83751553
646,F18027688,0.015393553,0.015399447,0.31814885,0.5152899,0.1357682
